PPO,multivariate-genuine-1k,multivariate-genuine-100%,univariate-genuine-1k,univariate-genuine-100%,uniform-genuine-1k,uniform-genuine-100%,mixture-genuine-1k,mixture-genuine-100%
0.5366666666666666,0.48,0.62,0.5433333333333333,0.49,0.5133333333333333,0.5633333333333332,0.5766666666666667,0.5333333333333333
0.5033333333333333,0.4866666666666667,0.63,0.5133333333333333,0.5333333333333333,0.6133333333333333,0.49,0.54,0.5833333333333333
0.5233333333333333,0.5466666666666666,0.5166666666666666,0.4433333333333333,0.5233333333333333,0.56,0.49,0.5733333333333334,0.4833333333333333
0.4866666666666667,0.5666666666666667,0.5833333333333333,0.6000000000000001,0.44999999999999996,0.63,0.5066666666666666,0.5833333333333333,0.49333333333333335
0.44666666666666666,0.4766666666666667,0.43666666666666665,0.5133333333333333,0.5966666666666667,0.5233333333333333,0.5433333333333333,0.5733333333333333,0.49666666666666665
0.54,0.5866666666666667,0.5833333333333334,0.5133333333333334,0.5066666666666666,0.5133333333333333,0.5833333333333333,0.54,0.5666666666666667
0.5433333333333333,0.49666666666666665,0.5733333333333334,0.5066666666666666,0.6266666666666667,0.5866666666666667,0.51,0.5866666666666667,0.5233333333333333
0.5366666666666666,0.4633333333333334,0.45000000000000007,0.45666666666666667,0.43999999999999995,0.5800000000000001,0.66,0.5700000000000001,0.4666666666666667
0.51,0.53,0.5066666666666666,0.4933333333333333,0.5233333333333333,0.5066666666666667,0.63,0.54,0.63
0.53,0.5033333333333334,0.5733333333333334,0.5166666666666666,0.51,0.5800000000000001,0.6033333333333333,0.5566666666666666,0.5733333333333334
0.6100000000000001,0.5166666666666666,0.44999999999999996,0.6133333333333333,0.5166666666666666,0.45333333333333337,0.5133333333333334,0.5,0.39666666666666667
0.49,0.49,0.5266666666666666,0.43000000000000005,0.5733333333333334,0.4666666666666667,0.5433333333333333,0.6166666666666667,0.4966666666666667
0.5066666666666666,0.4633333333333334,0.5433333333333333,0.5366666666666666,0.6033333333333333,0.5966666666666667,0.5666666666666667,0.56,0.5966666666666667
0.48666666666666664,0.5733333333333334,0.4766666666666666,0.5533333333333333,0.5066666666666666,0.56,0.5733333333333334,0.6,0.5066666666666666
0.55,0.49,0.44,0.45999999999999996,0.5133333333333333,0.56,0.4666666666666667,0.6133333333333333,0.4866666666666667
0.4733333333333334,0.4733333333333333,0.45999999999999996,0.5033333333333333,0.5666666666666667,0.5366666666666666,0.55,0.5166666666666666,0.5766666666666667
0.64,0.5433333333333333,0.5033333333333334,0.5366666666666666,0.4733333333333333,0.54,0.5633333333333334,0.5633333333333334,0.53
