PPO,multivariate-genuine-1k,multivariate-genuine-100%,univariate-genuine-1k,univariate-genuine-100%,uniform-genuine-1k,uniform-genuine-100%,mixture-genuine-1k,mixture-genuine-100%
0.5002539682539682,0.547218253968254,0.5247896825396825,0.5429444444444445,0.4724808802308802,0.47627910052910044,0.5035158730158731,0.4106507936507936,0.5075079365079365
0.5130304232804233,0.49450000000000005,0.5447817460317459,0.5671362433862435,0.5384181096681098,0.4592857142857143,0.48086243386243377,0.5097923280423281,0.4987533670033669
0.499476911976912,0.5788293650793651,0.5940304232804232,0.48774218374218364,0.5272976190476191,0.4851613756613756,0.43474999999999997,0.5529656084656085,0.43955952380952384
0.47535858585858587,0.5322539682539682,0.5100608465608466,0.5478095238095239,0.4646388888888888,0.4683928571428571,0.5013544973544973,0.5147208994708994,0.499202380952381
0.46135714285714274,0.45876984126984127,0.4621031746031746,0.5474960317460318,0.4992169312169311,0.49098941798941786,0.5785873015873018,0.4665145502645503,0.4908015873015873
0.46238359788359773,0.5040423280423281,0.48645238095238097,0.47518650793650796,0.5192050264550263,0.5473373015873015,0.5212195767195767,0.5621626984126984,0.4740912698412698
0.49382804232804234,0.5108584656084656,0.4666190476190477,0.521287037037037,0.528888888888889,0.463271164021164,0.5044325396825398,0.5106441798941799,0.5214960317460318
0.47040548340548344,0.5009775132275134,0.4907010582010582,0.5295952380952381,0.5100674603174602,0.5110238095238095,0.5864867724867724,0.5535238095238094,0.4929920634920635
0.4541375661375661,0.52340873015873,0.423427368927369,0.5686150793650794,0.48849603174603173,0.5034213564213564,0.559952380952381,0.4397063492063492,0.5107433862433862
0.5354126984126983,0.5719246031746033,0.47961111111111104,0.4969378306878306,0.518813492063492,0.5013525733525734,0.5784417989417989,0.4326309523809524,0.5265595238095238
0.5384735449735449,0.4549920634920635,0.5254920634920635,0.5005873015873017,0.5024867724867724,0.5009417989417989,0.4319100529100528,0.5148292448292447,0.5439761904761904
0.4838730158730159,0.5747864357864357,0.5086031746031747,0.5558518518518519,0.5285899470899471,0.5049735449735451,0.5066071428571427,0.5440780423280422,0.5534603174603174
0.5272089947089946,0.5532142857142857,0.5720000000000001,0.5109047619047619,0.5536150793650794,0.5186507936507936,0.5542619047619048,0.508142857142857,0.5245873015873017
0.535420634920635,0.4911771284271284,0.5862824675324676,0.48922751322751334,0.46950925925925924,0.529281746031746,0.5391547619047619,0.5064034391534391,0.496005291005291
0.466611111111111,0.4515013227513227,0.436484126984127,0.5627433862433863,0.5430555555555556,0.5405820105820106,0.5358306878306878,0.5135767195767194,0.5069007936507937
0.525595238095238,0.49796957671957676,0.4581468253968254,0.5481825396825397,0.4951455026455026,0.5628227513227514,0.5092486772486773,0.4507222222222222,0.5505608465608467
0.516154761904762,0.5832857142857144,0.4149616402116403,0.5149722222222222,0.5824060846560848,0.5465529100529101,0.5596071428571429,0.493415343915344,0.5025238095238096
0.5033571428571428,0.5218525733525732,0.4606931216931217,0.5924854497354497,0.4841904761904762,0.5936878306878308,0.5750291005291006,0.5286547619047619,0.48714682539682547
0.5299920634920635,0.4742592592592593,0.46031469456469454,0.5148267195767195,0.5531283068783068,0.5153015873015873,0.5041825396825397,0.45375,0.5193015873015873
0.5587328042328042,0.503297619047619,0.5462896825396826,0.548984126984127,0.5170555555555556,0.5002420634920635,0.516531746031746,0.4753069985569986,0.47203174603174597
0.40137301587301594,0.5329444444444444,0.5053862433862435,0.541835978835979,0.46654761904761904,0.5029960317460317,0.502653439153439,0.49130158730158735,0.5435912698412699
0.5007771765271766,0.5205793650793651,0.4873280423280423,0.5012830687830688,0.5263783068783069,0.4826349206349207,0.5512486772486773,0.38307142857142856,0.5292380952380953
0.5140555555555555,0.4507010582010582,0.4744444444444444,0.44659523809523805,0.5472817460317461,0.5853333333333334,0.5332354497354497,0.4077711640211641,0.519957671957672
0.5318743386243385,0.4826626984126984,0.4991237373737374,0.5253492063492063,0.4337275132275132,0.5385925925925925,0.5076957671957673,0.5231885521885522,0.5245977633477633
0.45040079365079366,0.5258280423280424,0.5900820105820106,0.4687023809523809,0.5134246031746031,0.4997169312169313,0.47744119769119775,0.4935119047619048,0.44871164021164023
0.5324880952380953,0.44834920634920633,0.5539960317460317,0.44158730158730153,0.56730291005291,0.5648716931216932,0.5151111111111111,0.5115740740740741,0.4595674603174603
0.44631746031746033,0.5590343915343916,0.5665529100529101,0.5211785714285714,0.4786594516594517,0.48486640211640214,0.4948055555555555,0.46431818181818185,0.498813492063492
0.4999430014430014,0.48889947089947083,0.5694484126984127,0.5246428571428572,0.5045251322751323,0.5248227513227512,0.510542328042328,0.5903703703703704,0.5436164021164022
0.4868849206349205,0.4914126984126984,0.5166111111111111,0.48778246753246757,0.5072063492063492,0.5796970899470899,0.46499999999999997,0.5137328042328042,0.49925396825396834
0.5360873015873016,0.4236111111111111,0.5612261904761904,0.5481031746031746,0.4901560846560846,0.4889444444444444,0.5166230158730158,0.5155793650793652,0.5240370370370371
0.45808730158730154,0.4843888888888888,0.44375925925925924,0.4674285714285713,0.47375925925925916,0.493563492063492,0.5415753968253968,0.4704775132275132,0.5297777777777779
0.4542222222222222,0.5624001924001925,0.5734682539682541,0.49419973544973544,0.4606388888888888,0.5433531746031746,0.55639417989418,0.5201719576719576,0.49560052910052904
0.47846825396825393,0.5477460317460318,0.525107142857143,0.4413518518518519,0.5322943722943724,0.5291005291005291,0.4912579365079365,0.5599973544973544,0.5318624338624339
0.4483650793650793,0.5570436507936509,0.4474841269841269,0.5255767195767196,0.49208730158730163,0.5423518518518519,0.5368994708994709,0.5147777777777778,0.4923544973544973
0.5657738095238096,0.48781746031746037,0.5259748677248677,0.49097619047619045,0.5318888888888889,0.508265873015873,0.5291031746031747,0.5603941798941798,0.5442539682539682
